customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit
22182,Cox Toys,Cox,Linda,+49 964 239993,4534 Park Ct,,Stuttgart,,92296,Germany,1143,76300
22183,Jones Store,Jones,Patrick,+1 (516) 223-7062,2337 Magnolia Ln,,The Hague,,50800,Netherlands,1166,6700
22184,Reyes Shop,Reyes,Steven,+34 764 178 783,7419 Hollow Terr,,Uppsala,,16552,Sweden,1611,5800
22185,Williams Toys,Williams,Andrew,+49 151 756735,6687 Washington Ln,,Turin,,46764,Italy,1619,15300
22186,Long & Richardson Inc.,Long,Elizabeth,+34 690 731 685,734 Pine Loop,Floor 263,Colorado Springs,VT,56648,USA,1143,24800
22187,Allen Boutique,Allen,Patricia,+33 4 36 41 91 81,6173 Poplar Rd,Rm 392,Frankfurt,,51065,Germany,1501,3100
22188,Bailey & Miller Distribution,Bailey,Emily,+49 707 909363,1926 Creek St,,Philadelphia,IN,15392,USA,1619,5800
22189,Thomas Store,Thomas,Emily,+34 656 660 836,3830 Maple Loop,,Nagoya,,308-5664,Japan,1625,173900
22190,Bennett & Reed Group,Bennett,Sharon,(891) 286-1446,6164 Glen Circle,,Bergen,,79217,Norway,1501,6200
22191,Mendoza Collectibles,Mendoza,Pamela,+33 6 64 49 44 94,5831 Hollow Terr,,Valencia,,97835,Spain,1143,193800
22192,Gomez & Ramos Holdings,Gomez,Eric,(467) 528-1164,2358 Cedar Dr,# 354,Vancouver,MB,A2H 8J9,Canada,1504,251200
22193,Ward & Ward International,Ward,Timothy,+34 796 427 939,7878 Highland Dr,Ste 189,Philadelphia,AK,60193,USA,1188,55200
22194,Gutierrez & Walker Distribution,Gutierrez,Ronald,+61 6 5960 6049,2989 Oak Ave,Suite 650,Washington,WA,53411,USA,1501,50400
22195,Ruiz Collectibles,Ruiz,Janet,+44 55 5114 9677,1683 Hollow Ct,Ste 56,Odense,,32290,Denmark,1216,70900
22196,Robinson Toys,Robinson,Michael,+34 767 465 217,2461 Hickory Ct,Unit 838,Hamburg,,17181,Germany,1166,264400
22197,Myers & Clark Inc.,Myers,Katherine,+44 26 3690 9013,1696 Glen Way,,Valencia,,55737,Spain,1216,71400
22198,Diamond Supply Partners,Richardson,Samantha,+49 925 321416,5344 Hickory St,,Colorado Springs,HI,88371,USA,1143,24600
22199,Bailey & Hall Services,Bailey,Maria,+81-56-6867-6296,8904 Creek Rd,,Jönköping,,56385,Sweden,1612,30900
22200,Gomez Center,Gomez,Michael,+1 (520) 831-3250,5524 Pine Ave,,Saitama,,523-5588,Japan,1702,26500
22201,Ward Center,Ward,Timothy,+81-31-9310-4007,6512 Ridge St,,Long Beach,AR,49243,USA,1401,91800
22202,Watson & Brown Ventures,Watson,Aaron,+49 301 743939,3022 Highland Pl,Ste 837,El Paso,ID,24405,USA,1625,45200
22203,Heritage Export Industries,Gonzalez,Patrick,+33 9 50 38 90 39,5388 Summit Ln,,Leeds,England,KV13 3VT,UK,1286,8600
22204,Alpha Supply Corp.,Lewis,Brian,+1 (267) 761-2471,5271 Elm Blvd,,Tucson,TN,99069,USA,1401,3000
22205,Diaz & Clark Services,Diaz,Nicole,+61 8 2671 8410,9997 Washington St,Suite 289,Nijmegen,,81143,Netherlands,1702,204300
22206,Classic Supply Ventures,Clark,Eric,+49 863 104166,4911 River St,,Osaka,,191-1269,Japan,1702,900
22207,Cruz & Adams International,Cruz,Stephen,+61 9 8632 1036,5482 Park Terr,Apt 469,Las Vegas,MD,25654,USA,,4300
22208,Phillips Services,Phillips,Debra,+61 7 6971 9816,9120 Forest Way,,Birmingham,Scotland,YL13 3RI,UK,,19700
22209,Kim Associates,Kim,Rebecca,+44 74 7958 3038,469 Creek St,,Nice,,88385,France,1102,800
22210,Central Import Holdings,King,Maria,+81-28-4350-8809,9846 Meadow Dr,,Tucson,IN,44199,USA,1323,37800
22211,Stewart Collectibles,Stewart,Jack,+61 4 4415 4310,1433 Park Loop,Rm 485,Kansas City,CO,92559,USA,1143,108200
22212,Gonzalez & Morales Wholesale,Gonzalez,Maria,+1 (724) 942-2123,3932 Valley Loop,,Leipzig,,64559,Germany,1188,16900
22213,Heritage Sales Solutions,Flores,Michael,+61 9 2825 1563,8042 Cherry Pl,Unit 601,Rotterdam,,89131,Netherlands,1621,9700
22214,Watson & Rogers Trading,Watson,Tyler,+33 2 40 73 73 96,8169 Maple Loop,Rm 800,Seattle,WI,22779,USA,1216,139000
22215,Kelly & Nelson Ltd.,Kelly,Jacob,+44 17 2338 6483,5693 Willow Ave,Ste 168,Cologne,,42234,Germany,1625,49300
22216,Thompson Ltd.,Thompson,Stephanie,(335) 474-1161,878 Ridge Blvd,Apt 968,Montpellier,,11139,France,1370,78400
22217,Roberts & Kelly Corp.,Roberts,Margaret,+81-72-6344-1443,719 Washington Ave,Unit 947,San Francisco,WA,53607,USA,1504,132500
22218,Alpha Export Corp.,Castillo,Christine,+44 97 2765 8336,903 Harbor Ct,Rm 314,Albuquerque,GA,96338,USA,1625,291200
22219,Classic Import Associates,Hill,Andrew,+81-41-7208-6210,4791 Church Blvd,# 909,Essen,,18941,Germany,1702,8800
22220,Nguyen & Martinez Solutions,Nguyen,Brenda,+61 6 9633 4584,7158 Hickory Terr,,Gothenburg,,39335,Sweden,1504,262300
22221,Allen & Lee Industries,Allen,George,+44 47 8779 3251,3336 Willow Circle,Rm 101,Oklahoma City,WI,10196,USA,1166,70700
22222,National Export LLC,Morris,Scott,+34 833 314 331,3871 River Dr,,Stockholm,,66308,Sweden,,24800
22223,Capital Motor Services,Campbell,Ryan,+61 3 1998 9574,8642 Hickory Rd,,Malmö,,21483,Sweden,1323,5100
22224,Royal Craft Co.,Cox,Richard,+33 6 53 34 49 35,4675 Lake Circle,Unit 195,Essen,,40821,Germany,1166,28100
22225,Miller & White Trading,Miller,Paul,+34 715 214 485,401 Ash Circle,# 989,Fort Worth,SD,14185,USA,1188,227400
22226,Horizon Craft Solutions,Flores,Lisa,+44 57 9122 9842,1947 Lake Ave,,Amsterdam,,73693,Netherlands,,4300
22227,James & Stewart Group,James,Nicholas,(564) 346-9854,5898 Spring St,,Waterford,,95387,Ireland,1188,96400
22228,Rivera Co.,Rivera,Stephanie,+44 70 8169 7387,6102 Summit Rd,,Auckland,,16899,New Zealand,1143,170600
22229,Jones Enterprises,Jones,Patricia,+34 929 342 661,5715 Birch Rd,Rm 954,Strasbourg,,80443,France,1216,65900
22230,Cook Partners,Cook,George,+33 7 34 70 27 52,2852 Chestnut Ave,,Houston,ID,24045,USA,1625,16900
22231,Lopez Corp.,Lopez,Patrick,+49 600 767807,5947 Maple Way,,Charlotte,NH,13228,USA,,149600
22232,Urban Export Partners,Gomez,Aaron,+1 (411) 594-6543,1512 Bay Ln,,Phoenix,NV,88893,USA,1188,47000
22233,Parker Store,Parker,Steven,+34 901 112 384,6707 Birch Way,Unit 660,Christchurch,,31936,New Zealand,1621,23400
22234,Kim Gallery,Kim,George,+81-37-4758-8901,4735 Hickory Ct,,Trondheim,,58001,Norway,1143,48400
22235,Rogers Gifts,Rogers,Dennis,+61 4 2506 2570,5702 Garden Ln,Ste 618,Baltimore,AZ,26103,USA,1621,81800
22236,National Export Ventures,Williams,Brian,+33 6 77 57 55 74,6814 Magnolia St,,Copenhagen,,78770,Denmark,1611,245000
22237,Edwards Gallery,Edwards,Brandon,+49 248 413274,9518 Cedar Loop,,Denver,HI,92843,USA,1501,118900
22238,Adams Imports,Adams,Shirley,+61 2 9901 7620,2971 Church Dr,Ste 110,Düsseldorf,,73072,Germany,,5200
22239,Lewis & Torres Services,Lewis,Nicole,(220) 208-3406,9723 Hill Ct,Apt 450,Leipzig,,90859,Germany,1619,41700
22240,Foster Boutique,Foster,Aaron,+81-12-4625-1329,2968 Maple Terr,,Nantes,,36726,France,1143,166300
22241,Atlantic Auto Enterprises,James,Larry,+33 3 77 85 44 15,233 Garden Terr,,Nantes,,79544,France,1143,6600
22242,Brown Models,Brown,Gary,+33 8 37 91 23 63,9684 Cedar Pl,,Düsseldorf,,70145,Germany,1621,111800
22243,Garcia Partners,Garcia,David,+1 (264) 725-4529,845 Main Terr,,Canberra,ACT,5785,Australia,1165,6300
22244,Gonzalez Wholesale,Gonzalez,Timothy,+1 (302) 206-3452,7435 Maple St,,Singapore,,950156,Singapore,1619,7300
22245,Premier Auto Co.,Garcia,Brandon,(205) 591-8589,1117 Garden Terr,Unit 744,Geneva,,81572,Switzerland,1370,5200
22246,Hernandez Services,Hernandez,Donna,+49 821 151682,2488 Station Ave,,Jacksonville,OK,29637,USA,,207900
22247,Rodriguez Collectibles,Rodriguez,Susan,+61 2 3573 5512,4149 Bay Terr,,Christchurch,,52829,New Zealand,,19300
22248,King International,King,Adam,+33 2 94 69 90 51,2267 Ridge Dr,Unit 184,Ottawa,NL,L0F 4E4,Canada,1286,47700
22249,Phillips Enterprises,Phillips,John,+34 743 414 630,1735 Willow Way,,Brisbane,NSW,4851,Australia,1702,39800
22250,Hill Gifts,Hill,Jennifer,+44 88 8113 6109,6413 Hollow Way,Floor 33,Colorado Springs,MO,64711,USA,1625,188600
22251,Urban Supply Wholesale,Hill,Rebecca,(451) 904-8376,5639 Glen Ct,,Eindhoven,,63350,Netherlands,1165,16700
22252,Reyes & Jackson Group,Reyes,Nathan,+49 161 533888,5250 Meadow Loop,,Bologna,,65869,Italy,1702,79000
22253,Chavez Enterprises,Chavez,Kimberly,+49 397 952796,2545 Washington Rd,Floor 335,Brussels,,13658,Belgium,,32100
22254,Castillo & Ramirez Associates,Castillo,Kevin,+81-49-8934-7038,2171 Willow Terr,,Bordeaux,,31222,France,1286,8000
22255,Peterson Co.,Peterson,Brandon,+34 846 108 201,1200 Ash Ave,,Albuquerque,SD,61998,USA,,8800
22256,Martin & Rodriguez Associates,Martin,Victoria,+81-46-1639-2051,1202 Park Ln,,Seattle,HI,81934,USA,1323,76700
22257,Long & Thomas Associates,Long,Nicole,+49 331 241693,1018 Oak Circle,,Raleigh,OK,22121,USA,1102,152100
22258,Nguyen & Edwards Services,Nguyen,Larry,+81-59-7835-4708,2837 Garden Dr,,Wollongong,NSW,9620,Australia,1612,57900
22259,Cook Models,Cook,Scott,+49 778 409993,4782 Lake Terr,Rm 386,Seattle,ID,66606,USA,1702,2800
22260,Price & Ruiz Distribution,Price,Kenneth,+49 282 594734,5829 Poplar Rd,,Fukuoka,,418-1837,Japan,1621,113100
22261,Golden Art Imports,Wood,Christopher,+1 (945) 866-5580,4715 School Ln,,Singapore,,296225,Singapore,1166,200
22262,Stewart Depot,Stewart,Adam,+81-52-3098-8063,9272 Maple Loop,# 635,Seattle,MS,37360,USA,1504,8500
22263,Watson & Wood Associates,Watson,Christine,+34 849 784 864,3004 Station Way,,Nagoya,,709-6483,Japan,1188,114800
22264,Lewis Co.,Lewis,Jessica,+81-21-5816-3889,3894 Forest Ln,,Washington,DE,74295,USA,1165,91500
22265,Rodriguez Models,Rodriguez,Jacob,+61 6 9823 3852,8414 Chestnut Ave,,Raleigh,IN,55683,USA,1286,71300
22266,Sanchez Services,Sanchez,Heather,+81-87-9741-8792,9822 Ash Blvd,,San Jose,AL,94425,USA,1501,37800
22267,Moore Holdings,Moore,Jeffrey,+44 80 6140 7484,6289 Garden Terr,,Nantes,,14735,France,1401,21000
22268,Hernandez International,Hernandez,Jerry,+44 23 9485 1676,467 River Way,,Long Beach,MA,50917,USA,1337,262500
22269,Premier Craft International,Mendoza,Sandra,+33 1 66 40 89 75,1458 Creek Ln,,Christchurch,,87947,New Zealand,,101100
22270,Brown Imports,Brown,Betty,+49 950 450515,7683 Harbor Ave,,Gold Coast,ACT,9006,Australia,1625,7500
22271,Long & Campbell Solutions,Long,Betty,+61 9 9284 7221,3226 Maple Ln,,Utrecht,,66826,Netherlands,1337,68700
22272,Carter Shop,Carter,Patrick,+44 65 2341 1774,5852 Oak Pl,,Louisville,OR,93982,USA,1337,24900
22273,Premier Sales Ltd.,Murphy,Steven,+49 557 894775,4260 Sunset Terr,,Seattle,AL,98391,USA,1188,5800
22274,Martin Wholesale,Martin,Debra,+44 72 2330 2557,3551 Willow Pl,Apt 728,Düsseldorf,,92860,Germany,1401,82900
22275,Gonzalez Boutique,Gonzalez,Thomas,(723) 232-9518,5932 Glen Way,,Kansas City,CA,70995,USA,1370,43700
22276,Elite Craft Ventures,Lopez,Tyler,(411) 285-8551,7152 School Loop,Floor 206,Sacramento,CT,62914,USA,1702,257000
22277,Golden Art Solutions,White,Jason,+44 52 8164 7944,6061 Pine Ave,,Jyväskylä,,96407,Finland,1611,218400
22278,Allen & Evans Group,Allen,Kevin,+81-4-8756-6098,1991 Highland Ln,Apt 291,Cologne,,47660,Germany,,100500
22279,Classic Sales Distribution,Diaz,Emily,+61 7 9357 9901,9138 Spring Ave,,Sacramento,NY,38530,USA,,9600
22280,Baker Enterprises,Baker,William,+81-31-9937-9034,8937 Ridge Ln,,Louisville,MS,17063,USA,1621,45400
22281,Chavez & King Ltd.,Chavez,Donald,+34 815 959 491,2218 Ash Loop,,Las Vegas,WY,70126,USA,1323,281500
22282,Cox & Ramirez Partners,Cox,Donald,+49 237 623846,4194 Bay Ave,# 918,Montpellier,,69525,France,1370,600
22283,Pacific Art Solutions,Bennett,Margaret,+44 17 4459 2306,1858 Walnut Dr,,Sacramento,ID,72567,USA,1611,2200
22284,Wright Depot,Wright,Nicholas,+49 388 905015,7652 Willow Pl,,Palma,,94213,Spain,1401,203300
22285,Kim Imports,Kim,Emily,+1 (584) 803-3898,6828 Pine Circle,,Biel,,48496,Switzerland,1621,16400
22286,Murphy Shop,Murphy,Maria,+33 3 59 52 17 92,9936 Sycamore Pl,Suite 22,Düsseldorf,,81040,Germany,1188,64000
22287,Sanders Shop,Sanders,Jennifer,+81-9-5074-7841,5527 Spring Terr,Unit 488,San Antonio,IA,38311,USA,1702,11200
22288,Morris Trading,Morris,Emma,+44 99 8350 7736,6950 Poplar Ct,,Seville,,78355,Spain,1401,144000
22289,Long Industries,Long,Stephanie,+61 5 2087 3920,8391 Sunset Circle,,Yokohama,,452-4233,Japan,1702,9100
22290,Brown & Scott Co.,Brown,Heather,+34 970 354 322,3522 Manor Loop,Apt 818,Horsens,,14195,Denmark,1143,193900
22291,Kelly Shop,Kelly,Angela,+49 775 157964,7685 Hickory Circle,,Phoenix,WI,72957,USA,,17100
22292,Cooper & Hernandez International,Cooper,Paul,+33 2 38 28 45 97,325 Walnut Circle,,Mons,,54182,Belgium,1143,272500
22293,Green Ventures,Green,Samantha,+81-43-9704-8102,1506 Summit Ln,,Lyon,,73101,France,1621,142300
22294,Reyes Imports,Reyes,Laura,(704) 588-8836,9351 Sunset Loop,,Phoenix,OR,87428,USA,1102,49200
22295,Diaz & Patel Industries,Diaz,Pamela,+1 (424) 820-9930,4755 Sunset St,,Jacksonville,NH,76292,USA,1401,147500
22296,Alpha Trade Distribution,Reed,Carol,+44 11 4432 3313,8376 Walnut Loop,# 199,Nice,,88781,France,1166,47300
22297,Patel Depot,Patel,Melissa,+81-39-4360-1295,6333 Church Dr,Apt 267,Denver,MA,73453,USA,,67300
22298,Moore & Turner Partners,Moore,Barbara,+61 7 8266 4807,50 Sycamore Rd,,San Francisco,VT,58949,USA,1165,8000
22299,Morales Shop,Morales,Steven,+1 (250) 347-5179,8230 Cedar Ct,,Mesa,GA,99175,USA,1286,7700
22300,Ramos & Kim Ventures,Ramos,Katherine,+33 4 41 74 35 35,9881 Valley Circle,,Nijmegen,,72696,Netherlands,1501,258000
22301,Ortiz & Hall Wholesale,Ortiz,Diane,+81-47-3957-3327,7106 Poplar Ave,,Milwaukee,IN,83044,USA,1216,42300
22302,Elite Trade Holdings,Robinson,Gary,+61 2 9866 7465,3228 Forest Rd,Rm 799,London,,QI77 7AV,UK,1370,5000
22303,Phillips Store,Phillips,Laura,+34 638 645 169,6772 Hollow Circle,,Kawasaki,,925-9819,Japan,,36100
22304,Ramirez Gallery,Ramirez,George,+44 46 8737 9160,2299 Garden Ave,Apt 248,Baltimore,HI,43592,USA,1166,240800
22305,Ramirez & Howard Trading,Ramirez,David,+33 9 54 70 28 60,2990 Meadow Ct,,San Francisco,MS,71938,USA,1611,48300
22306,Heritage Auto Inc.,Chavez,Angela,+49 661 40097,4387 Church Loop,Unit 67,Leicester,,NV90 3ZW,UK,1286,84500
22307,Metro Import Trading,Torres,Victoria,+34 833 245 253,7985 Walnut Loop,,Newcastle,VIC,2007,Australia,1166,7000
22308,Walker & Jones Inc.,Walker,Michelle,+34 991 809 547,5953 Cedar Ct,,New York,FL,70321,USA,1612,53900
22309,Carter Co.,Carter,Stephen,+1 (612) 826-2325,2539 Maple Ct,Suite 56,Lugano,,19223,Switzerland,,22700
22310,Silver Import International,Allen,Dorothy,+33 6 93 20 67 61,4976 Poplar Terr,Rm 86,Jacksonville,FL,22571,USA,1501,161900
22311,Garcia Collectibles,Garcia,Emma,+33 7 24 93 18 27,1068 Main Way,,Baltimore,RI,58409,USA,1401,4800
22312,Brown Center,Brown,Matthew,+81-20-9279-4843,2381 Pine Rd,Ste 452,Seville,,79516,Spain,1102,55600
22313,Miller & Myers Co.,Miller,Deborah,(761) 478-5462,8656 Sycamore Way,Ste 959,Manchester,,BI90 9LX,UK,,72200
22314,Rodriguez & Murphy LLC,Rodriguez,Ryan,+1 (580) 601-1111,5510 Manor Way,Suite 879,Ottawa,MB,T7K 8S0,Canada,1504,5000
22315,Jimenez & Nelson LLC,Jimenez,Sarah,+1 (723) 569-7104,7091 Cedar Ln,Unit 633,Nantes,,59302,France,1612,181900
22316,Howard Ventures,Howard,Ashley,+44 21 7350 1299,2490 Sycamore Terr,Apt 334,Seattle,IA,70511,USA,1504,100
22317,Flores & Allen Solutions,Flores,Jerry,+81-89-3189-4842,9518 Cedar Blvd,,San Antonio,CA,92882,USA,1401,35300
22318,Young Industries,Young,Jonathan,+33 3 75 66 43 91,8750 Main Dr,Apt 820,Austin,KS,74326,USA,1166,286100
22319,Capital Auto LLC,Jones,Jonathan,+61 2 2516 6144,5730 Forest Pl,Floor 853,Las Vegas,OK,85467,USA,1216,295800
22320,Brooks Exports,Brooks,Brenda,(555) 885-2870,1747 Harbor Pl,,Nice,,91162,France,,138900
22321,Lopez Inc.,Lopez,Ryan,+61 6 6139 6448,6800 Hill Way,,Dunedin,,57637,New Zealand,1188,289700
22322,Alpha Art LLC,Cox,George,+44 59 8029 5413,2176 Highland Pl,Floor 186,Charlotte,LA,46906,USA,1401,102600
22323,Peterson & Phillips Enterprises,Peterson,Christopher,(845) 404-2265,3386 Sunset Ave,,Kyoto,,161-7128,Japan,1612,2000
22324,Nguyen Gifts,Nguyen,Nicholas,(694) 981-7230,7301 River Loop,Rm 636,Albuquerque,OR,35091,USA,1143,105800
22325,National Trade Enterprises,Bennett,Carol,+34 699 724 588,248 Willow Ct,Unit 29,Gold Coast,ACT,5987,Australia,1166,211100
22326,Davis Models,Davis,Pamela,+61 6 6468 6131,4302 Hill Ln,Ste 39,Cologne,,47901,Germany,1143,36500
22327,Capital Sales Inc.,Walker,Sharon,+49 651 964332,7397 Cedar Circle,,Baltimore,WY,21420,USA,1165,37300
22328,Diamond Art Co.,Gonzalez,John,+33 4 70 64 76 44,4896 Pine Ln,,San Antonio,MO,99768,USA,1102,6200
22329,Morales Holdings,Morales,James,(486) 796-6884,5650 Washington Rd,,San Antonio,TX,49202,USA,1286,3900
22330,Thompson Shop,Thompson,Cynthia,(591) 753-6094,4215 Valley Pl,,Kyoto,,150-9767,Japan,1501,4300
22331,Jones Collectibles,Jones,Nicole,+81-88-1042-5287,4109 School St,# 8,Murcia,,46106,Spain,1323,226700
22332,Brown & Murphy Partners,Brown,Michael,+61 2 5288 4400,2726 Forest Ct,Floor 628,Dallas,NJ,34031,USA,1166,157200
22333,Adams & Perez Services,Adams,Anthony,+34 697 887 412,859 Market Dr,,Fukuoka,,366-4375,Japan,1625,242200
22334,Davis Collectibles,Davis,Rebecca,+61 3 5233 4970,2562 Glen Rd,,Saitama,,675-8510,Japan,1165,8500
22335,Campbell Gallery,Campbell,Sharon,+44 32 4102 9530,4728 Spring Way,Floor 131,Osaka,,814-6909,Japan,1216,70700
22336,Mitchell & Martin International,Mitchell,Kenneth,+61 8 7000 6155,5277 Spring Terr,Floor 470,Tucson,LA,73719,USA,1165,50700
22337,Morgan & Diaz Exports,Morgan,Betty,(371) 330-2169,955 Forest Ave,,Nantes,,69515,France,1216,47300
22338,King & Martinez Trading,King,Debra,+33 7 76 35 81 98,4728 School Ct,Ste 540,Sacramento,IN,54013,USA,1165,22400
22339,Royal Trade Associates,Young,Frank,+81-71-3484-5190,6223 Ridge St,,Fort Worth,UT,47555,USA,1370,9600
22340,Martinez Enterprises,Martinez,Christine,+61 3 3930 2581,1681 Lake Dr,,Naples,,33528,Italy,1702,31800
22341,King & Perez Services,King,Richard,+34 654 444 761,2091 Park Rd,Apt 931,Naples,,64061,Italy,1102,231500
22342,Jones Co.,Jones,Nicholas,+44 98 7442 4115,2927 Creek Pl,Apt 929,Logan City,VIC,4408,Australia,1323,90600
22343,Price & Lopez LLC,Price,Larry,(562) 500-6582,1358 Sycamore Ct,Apt 721,Napier,,68252,New Zealand,1323,49500
22344,White & Nelson Services,White,James,(814) 941-7112,8751 Creek Pl,,Colorado Springs,IA,11906,USA,1102,27500
22345,Reed Holdings,Reed,Susan,(812) 912-1143,1929 Spring Dr,,Albuquerque,LA,60957,USA,1102,61300
22346,Ramirez Gifts,Ramirez,Ronald,+81-55-8118-9218,562 Lake Pl,,Fort Worth,HI,72064,USA,1370,131300
22347,Roberts & Rodriguez LLC,Roberts,Elizabeth,+33 7 56 97 47 35,4993 Ash Rd,,Kobe,,463-2380,Japan,1143,27600
22348,Foster & Reyes International,Foster,Raymond,(468) 780-5530,5436 Willow Rd,Apt 193,London,Wales,RM79 8TG,UK,1621,280500
22349,Chavez Ventures,Chavez,Sarah,(524) 327-5947,730 Summit St,,Ghent,,82293,Belgium,1619,2900
22350,Wright Gallery,Wright,Gregory,+81-41-8409-3222,3591 Ridge Rd,Apt 176,Saitama,,804-7578,Japan,1286,107500
22351,Castillo Collectibles,Castillo,Scott,+49 171 395259,429 Poplar Ave,,The Hague,,43227,Netherlands,1612,270800
22352,Long & Edwards Services,Long,Carol,(369) 356-6024,9313 Washington Pl,,Munich,,12511,Germany,1621,7700
22353,Smith & Johnson Ventures,Smith,Gary,+61 3 6212 2268,251 Hickory Way,,Palma,,86928,Spain,1143,30900
22354,Murphy Collectibles,Murphy,Donald,+34 692 887 476,3862 Glen Ct,,Berlin,,50419,Germany,1188,15500
22355,Sanchez & Baker Partners,Sanchez,James,+33 5 79 98 48 30,1147 Washington Ln,Floor 516,Sheffield,Wales,OY33 2GH,UK,1165,6600
22356,Ward Enterprises,Ward,Adam,+33 7 65 73 21 36,1247 Market Way,,Adelaide,VIC,5042,Australia,1337,69600
22357,Rogers & Ramirez Corp.,Rogers,Nancy,+34 990 727 681,8381 Church Loop,# 610,Hamilton,,50474,New Zealand,1188,85500
22358,Royal Trade Ventures,Lewis,Samuel,(531) 487-1670,107 Creek Rd,Apt 952,Düsseldorf,,48561,Germany,1166,141300
22359,Wilson Gifts,Wilson,Mary,+61 4 7232 7502,4413 Sycamore Ave,Rm 17,Los Angeles,IL,95293,USA,1188,9300
22360,Classic Parts Partners,King,Stephanie,+49 429 512626,7882 Ash Way,,Essen,,94918,Germany,1611,4600
22361,Ruiz & Clark Solutions,Ruiz,Elizabeth,+1 (375) 856-7832,9014 Lake Ave,,Virginia Beach,WY,83523,USA,1611,88500
22362,Premier Sales Imports,Cooper,Kelly,+61 4 7526 1479,3422 Poplar Rd,,San Diego,NE,15454,USA,1625,65800
22363,Flores Inc.,Flores,Barbara,+1 (760) 716-6488,2590 School Ct,,Sheffield,,CV48 3TG,UK,1621,32700
22364,Morris Ltd.,Morris,Catherine,+61 7 2595 3282,402 Lake Dr,,Dallas,NM,37862,USA,1504,1500
22365,Mitchell & Lewis Solutions,Mitchell,Ashley,+33 9 94 68 87 30,9545 Walnut Loop,,Leicester,Wales,CD90 2HU,UK,1370,25600
22366,Royal Motor Holdings,Brooks,James,+81-46-8528-5436,1705 Bay Rd,,Murcia,,53127,Spain,1188,52300
22367,Central Art Co.,Bailey,Nathan,+33 4 84 25 47 20,3416 Main St,,Leeds,Scotland,BF76 9CC,UK,1504,294000
22368,Harris International,Harris,Ashley,+49 274 898046,9363 School St,,Swords,,46643,Ireland,1702,4400
22369,Premier Import Ltd.,Scott,Eric,+81-32-3174-4940,8622 School Ave,,Kitchener,AB,Y6F 4B8,Canada,1401,140000
22370,Stewart Toys,Stewart,Ashley,+33 9 54 20 65 39,2002 Church Blvd,,El Paso,RI,45094,USA,1286,61900
22371,Horizon Trade Enterprises,Cook,Edward,+61 7 2978 2612,965 Spring Terr,,Virginia Beach,AR,23168,USA,1501,132700
22372,Metro Supply Holdings,Harris,Thomas,+1 (750) 316-3303,8360 Chestnut St,Unit 985,Vejle,,31365,Denmark,1612,224300
22373,Edwards Partners,Edwards,Charles,+33 9 39 49 73 95,8399 Glen Ave,,Manchester,,QU72 9IO,UK,1702,58900
22374,Watson Group,Watson,James,+44 50 2513 5929,3532 Park Loop,Unit 859,Limerick,,22368,Ireland,1619,80900
22375,Reed Gifts,Reed,Michelle,+33 4 45 56 10 17,1499 Chestnut Ct,,Los Angeles,WI,12790,USA,1216,13600
22376,Roberts Models,Roberts,Heather,+81-42-9822-3219,6353 Manor Pl,,Düsseldorf,,23928,Germany,1621,102200
22377,Martinez Distribution,Martinez,Adam,+61 7 8207 3329,2289 Highland Rd,Unit 58,Strasbourg,,89215,France,1625,134300
22378,Phillips & Brown Holdings,Phillips,Katherine,+44 35 2118 1468,9572 Harbor Ave,,New York,TX,45717,USA,1143,273600
22379,Moore Distribution,Moore,Jeffrey,+1 (512) 692-1645,3531 Market Pl,,Las Palmas,,85492,Spain,1621,18900
22380,Diamond Sales Co.,Roberts,Joshua,(734) 905-1289,1838 Elm Ave,Floor 19,Ottawa,NS,N6R 1L7,Canada,1612,205100
22381,White Toys,White,Emma,+33 4 54 87 90 75,7544 Ridge Ave,# 730,El Paso,FL,55245,USA,1611,43600
22382,Allen & Scott Corp.,Allen,Jose,+1 (266) 929-4939,8851 Station Dr,Rm 127,Raleigh,TX,75009,USA,1188,71700
22383,Morales Boutique,Morales,Ashley,+34 619 788 857,7 Hill Ln,,Leicester,England,DJ6 6NK,UK,1625,171500
22384,Diamond Parts Partners,Smith,Larry,+81-78-7793-2302,8694 Poplar Dr,,Birmingham,England,QY25 9NI,UK,1337,1900
22385,Royal Art Services,Collins,Alexander,+34 876 657 846,2948 Garden Terr,Rm 279,Saitama,,823-5901,Japan,1143,13900
22386,Stewart Associates,Stewart,Dennis,+49 332 893524,5538 Maple Ln,,Long Beach,NM,54282,USA,1625,261900
22387,Global Trade Solutions,Alvarez,Emma,(505) 372-1359,3292 Willow Ct,Unit 859,Ghent,,85628,Belgium,1165,115600
22388,Thompson Trading,Thompson,Catherine,+33 6 66 33 37 62,7779 Poplar Way,,Louisville,ID,50889,USA,1611,4800
22389,Classic Import Wholesale,Jimenez,Joshua,+81-16-8981-8544,1030 Maple Terr,Ste 397,San Francisco,WI,33414,USA,1621,6700
22390,Diamond Export Services,Ruiz,Barbara,+33 6 61 30 50 71,6099 Park Ave,,Los Angeles,RI,85270,USA,1612,1300
22391,Hall Center,Hall,Patricia,+49 310 87278,382 Oak St,,Randers,,58971,Denmark,1323,88200
22392,Crystal Motor Group,Murphy,Christopher,+33 1 51 34 68 13,8859 Sycamore Blvd,,San Diego,NH,51853,USA,1165,261100
